Scenario,Waveform,Modulation,Bandwidth_MHz,IBO_dB,Method,NMSE_dB_before,NMSE_dB_during,NMSE_dB_after,EVM_percent_before,EVM_percent_during,EVM_percent_after,ACPR_dBc_before,ACPR_dBc_during,ACPR_dBc_after,NumAdaptations,Runtime_s,Comments
S2,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-5.57983448501292,-0.286082544731986,-0.265326047026222,52.6027290069824,96.7600029127645,96.9915048648067,-23.9710484692398,-12.0364711731581,-12.1782318738846,0,3.084082974,"Rupture brutale de puissance ou changement d IBO"
S2,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-21.2131140598654,-12.2685954438811,-15.8028858158492,8.69649590925948,24.3539958561797,16.2127135370942,-36.4581719271282,-25.9488791472083,-29.6604469401419,0,3.120784049,"Static MP-DPD baseline"
S2,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-21.1617790433381,-12.2967743639834,-15.8534227131226,8.74804579460833,24.2751142066117,16.1186573937293,-36.4993998337866,-26.0324839267275,-29.7358607002324,0,3.134005552,"Static GMP-DPD baseline"
S2,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-21.5588384428197,-13.0043952746909,-16.7237006863182,8.35714770236842,22.3758857695397,14.5819285425908,-32.818440655442,-27.9141992407966,-27.3968475734905,0,306.197244351,"Offline NN-DPD with fixed weights"
S2,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-21.5588384451116,-13.0043952733081,-16.7237006622784,8.35714770016323,22.3758857731019,14.5819285829489,-32.8184406684943,-27.9141992436876,-27.3968475750822,6,316.782964028,"Online NN-DPD adaptation"
S3,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-5.42430762369909,-3.7266602467838,-4.78518596245375,53.5531003877306,65.1128923933219,57.6422204300535,-24.4762977825885,-15.6258748009382,-20.0168083556137,0,3.391476833,"Variation des effets mémoire du PA"
S3,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-16.6578211991092,-16.2283885042786,-16.5694550482717,14.6929479479774,15.4376281153639,14.8431900314877,-37.1311581804135,-32.9988802717787,-35.1757290642717,0,3.425572985,"Static MP-DPD baseline"
S3,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-16.6231455419424,-16.2385190000088,-16.5621395873422,14.7517221191417,15.4196334519418,14.8556965818169,-37.1749092660883,-33.0677938762273,-35.2271153698411,0,3.437183123,"Static GMP-DPD baseline"
S3,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-16.9700140305367,-16.203866387694,-16.8779945357134,14.1742242184275,15.481273408813,14.3251861188984,-33.5000898555476,-31.5412434181375,-32.9457082236185,0,356.725691633,"Offline NN-DPD with fixed weights"
S3,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-16.9700140321153,-16.2038663852154,-16.8779945023543,14.1742242158516,15.4812734132308,14.3251861739159,-33.5000898694479,-31.5412434251121,-32.9457082259277,0,357.966906969,"Online NN-DPD adaptation"
S4,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-5.12131701949812,-1.49628051689649,-1.02023274349805,55.4541622837843,84.1755522136993,88.917729151263,-22.1765012666718,-12.8614446648935,-12.4895137697024,0,3.673246337,"Vieillissement lent du PA"
S4,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-20.879145492539,-18.8988454029263,-18.3936909143989,9.03738378052618,11.3516170030527,12.0313802903395,-36.1093452839071,-30.7661445794459,-31.0831412688346,0,3.722998203,"Static MP-DPD baseline"
S4,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-20.8278764575769,-18.9240025402657,-18.4182990809851,9.09088527549906,11.3187866262738,11.9973421874673,-36.1532368647291,-30.849337339142,-31.156462333626,0,3.736221042,"Static GMP-DPD baseline"
S4,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-21.2912444150394,-19.9729938757079,-18.8273412758783,8.61862092105481,10.0311403352075,11.4454516796129,-32.5816234454914,-31.0845773717276,-29.0452888965015,0,365.139029918,"Offline NN-DPD with fixed weights"
S4,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-21.2912444168579,-19.9729938677774,-18.7225728656396,8.61862091925038,10.0311403443662,11.5843416310856,-32.58162345757,-31.0845773770686,-28.8714646105097,2,372.193660029,"Online NN-DPD adaptation"
S5,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-4.75340330630929,-2.57930154811123,-4.03315846161156,57.8535262178965,74.3078888136221,62.8553250901577,-22.3065400521228,-14.0631634617116,-21.0458300060338,0,17.350858672,"Variation de charge, désadaptation ou effet VSWR"
S5,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-11.3543865105287,-11.3006029479239,-11.3547807161085,27.0570643463469,27.2251231303057,27.0558364003162,-36.1000501964758,-32.1443294958205,-34.5904439304046,0,17.558345226,"Static MP-DPD baseline"
S5,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-11.3498896983837,-11.3020840658619,-11.3544270318323,27.071075811076,27.2204810979847,27.0569381203633,-36.143959286106,-32.2165563224079,-34.633362833494,0,17.607037775,"Static GMP-DPD baseline"
S5,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-11.3239637950802,-11.3824382904402,-11.3736425037225,27.1519990792328,26.969822331984,26.9971472194273,-32.5552969875505,-31.7650259104925,-32.1757496583057,0,397.66809318,"Offline NN-DPD with fixed weights"
S5,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-11.3239637977329,-11.38243828953,-11.3736424947384,27.1519990709405,26.9698223348101,26.9971472473515,-32.5552969995036,-31.7650259160315,-32.1757496614125,0,399.324353535,"Online NN-DPD adaptation"
S6,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-5.16313763146942,-1.24274276708463,-0.36188895557578,55.1878046611725,86.6688156058672,95.9192009463181,-22.4682078155237,-14.7359193665711,-10.9695914771805,0,3.276730442,"Dérive combinée thermique + puissance + mémoire + charge"
S6,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-14.1706238215977,-14.0464590768333,-12.8225188044426,19.564502504059,19.8461854917575,22.8493610306341,-35.938269292623,-32.615753423765,-28.6774326857885,0,3.308373792,"Static MP-DPD baseline"
S6,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-14.1426350285962,-14.0650979156056,-12.8321348412734,19.6276474476876,19.8036437072657,22.8240787939843,-35.9830282317529,-32.6947217859489,-28.7529322552452,0,3.31878447,"Static GMP-DPD baseline"
S6,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-13.8786428900028,-14.6323653579639,-12.7353245287847,20.233352860843,18.551615395246,23.0798920695668,-32.364781870407,-31.7787709416167,-26.5768041979443,0,285.982515926,"Offline NN-DPD with fixed weights"
S6,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-13.8786428931608,-14.6323653544313,-12.687200934651,20.2333528534867,18.5516154027911,23.2081195672651,-32.3647818852538,-31.7787709465934,-26.4133396689408,4,292.395332237,"Online NN-DPD adaptation"
S7,5GNR,256QAM,50,2.92256071356476,No_DPD,-4.13020895766456,-2.15480300232804,-0.376196766573427,62.1569294393013,78.0296843134545,95.7613283345868,-19.4915466625224,-14.2797380612832,-11.9341106505293,0,5.70054263,"Stress test 5G NR avec variation de bande, modulation et numérologie"
S7,5GNR,256QAM,50,2.92256071356476,MP_DPD,-13.7554798457708,-13.4193218087792,-11.9682667280229,20.5222988549396,21.3321146704847,25.2108021178723,-34.8277295622026,-31.1393287263288,-27.1130442684506,0,5.733158713,"Static MP-DPD baseline"
S7,5GNR,256QAM,50,2.92256071356476,GMP_DPD,-13.7105038621485,-13.4006288304763,-11.9731832447177,20.6288399743755,21.3780731352527,25.1965359619041,-35.1458252575543,-31.4224250214418,-27.1808273272789,0,5.748845034,"Static GMP-DPD baseline"
S7,5GNR,256QAM,50,2.92256071356476,NN_DPD_Static,-13.7336839940447,-13.8245090934396,-11.3192558289486,20.5738609500692,20.3598486540961,27.1667201207554,-30.3719834448909,-27.3527569273783,-23.6064452695774,0,511.171216038,"Offline NN-DPD with fixed weights"
S7,5GNR,256QAM,50,2.92256071356476,NN_DPD_Adaptive,-13.7336839931883,-13.6271215720815,-11.1804308287605,20.5738609520977,20.8278250678792,27.6044093221026,-30.3719834448869,-27.1487102984913,-23.3235490126447,7,523.110351987,"Online NN-DPD adaptation"
S8,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-5.16313763146942,-1.24274276708463,-0.36188895557578,55.1878046611725,86.6688156058672,95.9192009463181,-22.4682078155237,-14.7359193665711,-10.9695914771805,0,3.095181946,"Optimisation de la politique d adaptation par RL ou heuristique"
S8,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-14.1706238215977,-14.0464590768333,-12.8225188044426,19.564502504059,19.8461854917575,22.8493610306341,-35.938269292623,-32.615753423765,-28.6774326857885,0,3.119181205,"Static MP-DPD baseline"
S8,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-14.1426350285962,-14.0650979156056,-12.8321348412734,19.6276474476876,19.8036437072657,22.8240787939843,-35.9830282317529,-32.6947217859489,-28.7529322552452,0,3.130157384,"Static GMP-DPD baseline"
S8,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-13.8786428900028,-14.6323653579639,-12.7353245287847,20.233352860843,18.551615395246,23.0798920695668,-32.364781870407,-31.7787709416167,-26.5768041979443,0,289.67624786,"Offline NN-DPD with fixed weights"
S8,OFDM-QAM,64QAM,40,2.92256071356476,RL_Adaptive_Policy,-13.8156400770453,-14.6789708587161,-12.7782015134457,20.3806483717817,18.4523403743376,22.9662413424049,-32.3412795016892,-31.8383885625241,-26.7440125402849,5,295.97275994,"Online NN-DPD adaptation"
