Scenario,Waveform,Modulation,Bandwidth_MHz,IBO_dB,Method,NMSE_dB_before,NMSE_dB_during,NMSE_dB_after,EVM_percent_before,EVM_percent_during,EVM_percent_after,ACPR_dBc_before,ACPR_dBc_during,ACPR_dBc_after,NumAdaptations,Runtime_s,Comments,Seed
S8,OFDM-QAM,64QAM,40,2.92256071356476,RL_Adaptive_Policy,-13.496214683564,-14.6128942273983,-12.8994006270094,21.1441030048329,18.5932491388491,22.6480058559355,-32.6834289540294,-32.5655453357691,-28.441192124583,5,449.514692643,"Online NN-DPD adaptation",9
S0,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-5.32312457101228,-4.78467372055465,-5.2251752763762,54.1805951739814,57.6456199242176,54.7950384710072,-22.7163588592992,-20.719990851594,-22.213574145366,0,4.706323854,"Calibration nominale et référence de performance",10
S0,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-20.2051836424965,-20.1520557133898,-20.553766167621,9.76654190622933,9.82646279879223,9.38235133395079,-35.2750630039728,-35.1367225902571,-34.9464103883154,0,4.757509599,"Static MP-DPD baseline",10
S0,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-20.0366718151271,-20.0231941439696,-20.389514963209,9.95786901364633,9.97333237637629,9.56146086566368,-35.3110775092215,-35.2170832101709,-34.9371337200212,0,4.77096978,"Static GMP-DPD baseline",10
S0,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-21.2783429299937,-21.3916391959619,-21.5956041331108,8.63143200133405,8.51957715250244,8.32184827361612,-33.2020654021866,-32.8374394027279,-32.7428015861513,0,331.613471026,"Offline NN-DPD with fixed weights",10
S0,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-21.2783429337632,-21.3916391929792,-21.5956041302298,8.63143199758822,8.51957715542801,8.32184827637643,-33.2020654370882,-32.8374394003018,-32.7428016166086,0,332.694144949,"Online NN-DPD adaptation",10
S1,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-4.5559871636908,-2.10736926085667,-0.900595743671426,59.1834995746836,78.4569709479606,90.1509303193708,-20.6517598260655,-15.4204340731116,-13.8501998559629,0,3.788712274,"Dérive thermique graduelle du PA",10
S1,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-19.3467838237832,-17.6406394380431,-16.7396960696173,10.7810437594135,13.1210330100957,14.5551000984693,-34.791279516,-30.2430732688568,-31.585021097248,0,3.827067442,"Static MP-DPD baseline",10
S1,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-19.2289319316135,-17.6405078618601,-16.7466233637352,10.9283200001639,13.121231772524,14.5434965359661,-34.848285775927,-30.3742981894582,-31.6520143721984,0,3.838010375,"Static GMP-DPD baseline",10
S1,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-20.8093698866879,-20.1481032500364,-18.5686472562755,9.11027539884213,9.8309352908148,11.7914614960995,-33.0999203732166,-31.8360854278524,-29.4237498015657,0,349.152771984,"Offline NN-DPD with fixed weights",10
S1,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-20.8093698933862,-20.1481032473881,-18.5441636684812,9.11027539181655,9.83093529381225,11.8247458876873,-33.0999204060399,-31.8360854258213,-29.3190617948285,3,354.948450396,"Online NN-DPD adaptation",10
S2,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-5.32312457101228,-0.670709971744426,-0.413869320491093,54.1805951739814,92.5687717686445,95.3468904537069,-22.7163588592992,-12.7401089011127,-13.2076231646377,0,4.306108526,"Rupture brutale de puissance ou changement d IBO",10
S2,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-20.2051836424965,-12.2051295687826,-15.6874208757654,9.76654190622933,24.5325968234084,16.4296743792889,-35.2750630039728,-24.7791158775026,-30.6005986964371,0,4.347816174,"Static MP-DPD baseline",10
S2,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-20.0366718151271,-12.2362328460042,-15.7253049440026,9.95786901364633,24.4449052190184,16.3581713400367,-35.3110775092215,-24.9309047215575,-30.687197597233,0,4.362079626,"Static GMP-DPD baseline",10
S2,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-21.2783429299937,-13.2149351157141,-17.2635239375915,8.63143200133405,21.8400306851135,13.7032570085035,-33.2020654021866,-28.9562884925893,-28.0679681639562,0,359.310929794,"Offline NN-DPD with fixed weights",10
S2,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-21.2783429337632,-13.521592859881,-17.0109619551199,8.63143199758822,21.0824149509758,14.1075598774293,-33.2020654370882,-28.6404713975188,-27.7557542971476,6,378.172605878,"Online NN-DPD adaptation",10
S3,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-5.20003678031294,-4.63662411819571,-5.10896705233091,54.9538546837209,58.6366018864777,55.5330654499934,-23.1425741869888,-20.1956956759336,-22.627017693959,0,4.728830115,"Variation des effets mémoire du PA",10
S3,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-16.3105379844683,-16.0518435206026,-16.4741171877527,15.2923102635513,15.7546160631777,15.0070089177085,-35.9753850703763,-34.4542499808918,-35.6071485480701,0,4.776550097,"Static MP-DPD baseline",10
S3,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-16.2069282856521,-16.0246223064093,-16.3731182757893,15.4758170045245,15.8040678192036,15.1825278419287,-36.0306947647104,-34.5206590878412,-35.6196211642885,0,4.79350183,"Static GMP-DPD baseline",10
S3,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-16.8886204301387,-16.2783611655568,-17.0081068652224,14.3076720988471,15.3490655825431,14.1121978562574,-33.8673901438591,-32.0621380449322,-33.4294278907208,0,472.206392869,"Offline NN-DPD with fixed weights",10
S3,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-16.888620438578,-16.2783611649026,-17.008106865267,14.3076720849454,15.3490655836992,14.1121978561849,-33.8673901787602,-32.0621380426374,-33.4294279185846,0,473.944016394,"Online NN-DPD adaptation",10
S4,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-4.6674086734202,-2.39248087715133,-1.25688331694296,58.4291497156088,75.9234537959961,86.5278343463139,-20.763549569144,-15.6521211236853,-14.0630781792608,0,4.472969325,"Vieillissement lent du PA",10
S4,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-19.748837061563,-18.4896866248402,-18.0783587985764,10.2933833426211,11.8991425888399,12.4761922999655,-34.7722110120857,-30.5886158156692,-31.8908450780023,0,4.518750471,"Static MP-DPD baseline",10
S4,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-19.6065216697444,-18.4518504672962,-18.0340074539158,10.4634262239904,11.9510888906231,12.5400603710512,-34.8275748401457,-30.7175233410726,-31.9467723197231,0,4.533047015,"Static GMP-DPD baseline",10
S4,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-21.016869495848,-20.5627300186966,-19.4474758832993,8.89521654912705,9.37267372787595,10.6567850450105,-33.0383768194939,-31.808001365324,-29.7433561875735,0,387.483171286,"Offline NN-DPD with fixed weights",10
S4,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-21.0168695018503,-20.5627300160802,-19.4479022130642,8.89521654298014,9.37267373069933,10.6562619905677,-33.0383768525948,-31.8080013632245,-29.7338007828027,1,390.22860782,"Online NN-DPD adaptation",10
S5,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-4.43923806118116,-4.201898981354,-4.12771025129966,59.9843693105176,61.6460211474612,62.1748129565278,-21.3665510042482,-19.1918438485723,-22.4631129882928,0,3.878715379,"Variation de charge, désadaptation ou effet VSWR",10
S5,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-11.2423308292801,-11.27042831065,-11.2110486679618,27.408385784182,27.3198672332492,27.5072748311885,-35.0657048908609,-31.5592254466395,-34.6828398813788,0,3.916121641,"Static MP-DPD baseline",10
S5,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-11.2247794082741,-11.2551940046102,-11.1961457667805,27.4638254105552,27.3678259845249,27.5545112220076,-35.0862801352524,-31.6952416575486,-34.6952039609914,0,3.928601127,"Static GMP-DPD baseline",10
S5,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-11.3718916339966,-11.4962403132994,-11.3456920934615,27.0025897537154,26.6187700373963,27.0841615337762,-32.9374784616747,-32.4626049624752,-32.6097988254216,0,342.753333248,"Offline NN-DPD with fixed weights",10
S5,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-11.3718916340557,-11.4962403130007,-11.3456920924302,27.0025897535315,26.6187700383116,27.0841615369919,-32.937478493289,-32.46260496027,-32.609798856877,1,345.43616954,"Online NN-DPD adaptation",10
S6,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-4.82681497513637,-1.6091624196059,-0.523937850645198,57.366618537157,83.0886837262039,94.1462676532743,-20.9442919327993,-15.7897745965375,-12.3665227858435,0,4.316372303,"Dérive combinée thermique + puissance + mémoire + charge",10
S6,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-13.9205751428828,-13.4937064706386,-12.8035611889659,20.1359091397229,21.150209641305,22.8992859634935,-34.707668112696,-28.5941015173733,-29.7943961600705,0,4.363473509,"Static MP-DPD baseline",10
S6,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-13.8576535475586,-13.513990152681,-12.7957075765037,20.2823056251499,21.1008763409607,22.9200004158407,-34.7755962319421,-28.7387516900153,-29.8662060865079,0,4.378289456,"Static GMP-DPD baseline",10
S6,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-13.9360239217935,-14.7566183591653,-12.9692358846906,20.1001271133357,18.2881208126612,22.4666441091862,-32.7772234532195,-32.4707672416874,-27.2293179662332,0,357.363297079,"Offline NN-DPD with fixed weights",10
S6,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Adaptive,-13.9360239259527,-14.8052737103698,-13.1688930672538,20.1001271037109,18.1859634739042,21.9561074069484,-32.7772234926613,-32.4771149942242,-27.2794133204608,5,366.143195764,"Online NN-DPD adaptation",10
S7,5GNR,256QAM,50,2.92256071356476,No_DPD,-4.13020895766456,-2.15480300232804,-0.376196766573427,62.1569294393013,78.0296843134545,95.7613283345868,-19.4915466625224,-14.2797380612832,-11.9341106505293,0,7.088000298,"Stress test 5G NR avec variation de bande, modulation et numérologie",10
S7,5GNR,256QAM,50,2.92256071356476,MP_DPD,-13.7554798457708,-13.4193218087792,-11.9682667280229,20.5222988549396,21.3321146704847,25.2108021178723,-34.8277295622026,-31.1393287263288,-27.1130442684506,0,7.146473914,"Static MP-DPD baseline",10
S7,5GNR,256QAM,50,2.92256071356476,GMP_DPD,-13.7105038621485,-13.4006288304763,-11.9731832447177,20.6288399743755,21.3780731352527,25.1965359619041,-35.1458252575543,-31.4224250214418,-27.1808273272789,0,7.162614453,"Static GMP-DPD baseline",10
S7,5GNR,256QAM,50,2.92256071356476,NN_DPD_Static,-13.7916698748989,-13.9123598127857,-11.2652402540218,20.436969945162,20.1549631920551,27.3361901848608,-30.4459755878524,-27.4960218685877,-23.3865819306705,0,729.039183225,"Offline NN-DPD with fixed weights",10
S7,5GNR,256QAM,50,2.92256071356476,NN_DPD_Adaptive,-13.791669875284,-13.9123598127857,-11.2652402540218,20.4369699442559,20.1549631920551,27.3361901848608,-30.4459755878542,-27.4960218685877,-23.3865819306705,7,742.100348119,"Online NN-DPD adaptation",10
S8,OFDM-QAM,64QAM,40,2.92256071356476,No_DPD,-4.82681497513637,-1.6091624196059,-0.523937850645198,57.366618537157,83.0886837262039,94.1462676532743,-20.9442919327993,-15.7897745965375,-12.3665227858435,0,3.41206338,"Optimisation de la politique d adaptation par RL ou heuristique",10
S8,OFDM-QAM,64QAM,40,2.92256071356476,MP_DPD,-13.9205751428828,-13.4937064706386,-12.8035611889659,20.1359091397229,21.150209641305,22.8992859634935,-34.707668112696,-28.5941015173733,-29.7943961600705,0,3.447486917,"Static MP-DPD baseline",10
S8,OFDM-QAM,64QAM,40,2.92256071356476,GMP_DPD,-13.8576535475586,-13.513990152681,-12.7957075765037,20.2823056251499,21.1008763409607,22.9200004158407,-34.7755962319421,-28.7387516900153,-29.8662060865079,0,3.458233742,"Static GMP-DPD baseline",10
S8,OFDM-QAM,64QAM,40,2.92256071356476,NN_DPD_Static,-13.9360239217935,-14.7566183591653,-12.9692358846906,20.1001271133357,18.2881208126612,22.4666441091862,-32.7772234532195,-32.4707672416874,-27.2293179662332,0,313.196723446,"Offline NN-DPD with fixed weights",10
S8,OFDM-QAM,64QAM,40,2.92256071356476,RL_Adaptive_Policy,-13.6503683985591,-14.8292751141831,-13.0260897599215,20.772156218201,18.1357802273174,22.3200679291284,-32.7014254585266,-32.5516923123962,-27.5402844901109,6,321.430073399,"Online NN-DPD adaptation",10
