Scenario,Waveform,Modulation,Bandwidth_MHz,IBO_dB,Method,NMSE_dB_before,NMSE_dB_during,NMSE_dB_after,EVM_percent_before,EVM_percent_during,EVM_percent_after,ACPR_dBc_before,ACPR_dBc_during,ACPR_dBc_after,NumAdaptations,Runtime_s,Comments,BW_config_MHz,NSC,ModOrder,ModName
S2,OFDM-QAM,256QAM,30,2.92256071356476,NN_DPD_Adaptive,-19.0912426094209,-13.2940863913233,-16.5280784989448,11.1029368458348,21.6419146734848,14.9140664940861,-32.0556169823324,-30.9150062571505,-28.953332475377,6,20.006966351,"Online NN-DPD adaptation",30,250,256,256QAM
S3,OFDM-QAM,256QAM,30,2.92256071356476,No_DPD,-6.18971946072003,-6.72010772848112,-6.0321463583979,49.0358860283021,46.1311853012501,49.9335774776115,-22.7712555366024,-23.4146060144435,-20.3660072193435,0,3.396620884,"Variation des effets mémoire du PA",30,250,256,256QAM
S3,OFDM-QAM,256QAM,30,2.92256071356476,MP_DPD,-17.0302313252082,-16.4919436876812,-16.6843712265901,14.0762973944724,14.9762408424531,14.6481048068095,-35.1252442082932,-35.0461139937843,-34.511528969976,0,3.432457317,"Static MP-DPD baseline",30,250,256,256QAM
S3,OFDM-QAM,256QAM,30,2.92256071356476,GMP_DPD,-16.9015488093698,-16.4513430315983,-16.6474368366297,14.2863919047419,15.0464084989621,14.7105245171366,-35.6712644788826,-35.3762753911401,-34.8387737537257,0,3.443438684,"Static GMP-DPD baseline",30,250,256,256QAM
S3,OFDM-QAM,256QAM,30,2.92256071356476,NN_DPD_Static,-16.173181062132,-15.8146919626066,-16.1213616454111,15.5360620422261,16.1906916536624,15.6290261466131,-32.2583334461498,-32.7857596897013,-31.6872463792711,0,15.349811528,"Offline NN-DPD with fixed weights",30,250,256,256QAM
S3,OFDM-QAM,256QAM,30,2.92256071356476,NN_DPD_Adaptive,-16.1055686415083,-15.784372851057,-16.018284693769,15.6574692669284,16.2473059044062,15.8156033801729,-31.8133992150923,-32.4532899548813,-30.9784871718518,3,17.804227867,"Online NN-DPD adaptation",30,250,256,256QAM
S4,OFDM-QAM,256QAM,30,2.92256071356476,No_DPD,-5.65043613977386,-4.50297945965832,-1.46791071782609,52.1768904287727,59.5457852771801,84.4509353648214,-21.1217732829131,-17.7657147619342,-12.803275600606,0,3.488413482,"Vieillissement lent du PA",30,250,256,256QAM
S4,OFDM-QAM,256QAM,30,2.92256071356476,MP_DPD,-20.7071737689267,-20.1125478615729,-16.834727249972,9.21809780139134,9.87126036234107,14.3967226289694,-34.8234181080107,-35.0212266775542,-32.1792813365387,0,3.522869149,"Static MP-DPD baseline",30,250,256,256QAM
S4,OFDM-QAM,256QAM,30,2.92256071356476,GMP_DPD,-20.5461644009055,-20.146785251046,-17.0282992560761,9.39056622826299,9.83242715249382,14.0794288416583,-35.3267228841558,-35.4932171263098,-32.2446571121204,0,3.536406172,"Static GMP-DPD baseline",30,250,256,256QAM
S4,OFDM-QAM,256QAM,30,2.92256071356476,NN_DPD_Static,-19.0672951261063,-18.9439652304245,-17.9239837954722,11.1335905009285,11.2928026470397,12.6999148823133,-32.5069181619899,-32.3991891381351,-31.056774543885,0,15.416753082,"Offline NN-DPD with fixed weights",30,250,256,256QAM
S4,OFDM-QAM,256QAM,30,2.92256071356476,NN_DPD_Adaptive,-18.8824990237952,-18.7937134732835,-17.7151092052763,11.3730002530778,11.4898491355467,13.0090187528399,-31.751307990468,-31.879578045962,-29.4639883102852,1,16.748838068,"Online NN-DPD adaptation",30,250,256,256QAM
S5,OFDM-QAM,256QAM,30,2.92256071356476,No_DPD,-5.10566413800128,-5.72764578503266,-5.00438729288086,55.5541865836624,51.7151407182582,56.205735507181,-20.5770089611853,-20.7878236439592,-21.517092409155,0,3.437952567,"Variation de charge, désadaptation ou effet VSWR",30,250,256,256QAM
S5,OFDM-QAM,256QAM,30,2.92256071356476,MP_DPD,-11.3520174589999,-11.443733519956,-11.2137368652372,27.0644450896683,26.7801696561949,27.4987629178561,-34.7094787485987,-35.2070871938025,-34.3821409757728,0,3.474074519,"Static MP-DPD baseline",30,250,256,256QAM
S5,OFDM-QAM,256QAM,30,2.92256071356476,GMP_DPD,-11.3366345693956,-11.4224228493009,-11.2125634102365,27.1124192489154,26.845954978998,27.5024782241776,-35.2280375424913,-35.6332539403885,-34.7034824794243,0,3.485831575,"Static GMP-DPD baseline",30,250,256,256QAM
S5,OFDM-QAM,256QAM,30,2.92256071356476,NN_DPD_Static,-11.1293979870642,-11.2205509929838,-11.082929726616,27.7670729107659,27.4771984483464,27.9160208273777,-32.4467173917514,-32.5816368637527,-32.0395318781117,0,15.296519212,"Offline NN-DPD with fixed weights",30,250,256,256QAM
S5,OFDM-QAM,256QAM,30,2.92256071356476,NN_DPD_Adaptive,-11.1038095852169,-11.1935365873056,-11.0578514286124,27.8489945857077,27.5627896445437,27.9967377087288,-32.0286037566173,-32.2024939214869,-31.4066560529404,2,17.270775357,"Online NN-DPD adaptation",30,250,256,256QAM
S6,OFDM-QAM,256QAM,30,2.92256071356476,No_DPD,-5.66432272795107,-3.39145134803935,-0.586350173758826,52.09353913913,67.6748703759183,93.4722057614658,-21.0540315295677,-17.5210579475567,-11.536620397151,0,3.968891571,"Dérive combinée thermique + puissance + mémoire + charge",30,250,256,256QAM
S6,OFDM-QAM,256QAM,30,2.92256071356476,MP_DPD,-14.1943449016752,-14.5635762602408,-12.1089781920051,19.5111449307761,18.6991207887805,24.8056773449968,-34.2208279010851,-35.5531795817602,-30.9788215032753,0,4.003950068,"Static MP-DPD baseline",30,250,256,256QAM
S6,OFDM-QAM,256QAM,30,2.92256071356476,GMP_DPD,-14.1446757984245,-14.5987308542298,-12.2783856385132,19.6230364283007,18.6235923690533,24.3265610109346,-34.7381559372711,-36.1552562975676,-31.0210597975745,0,4.016997805,"Static GMP-DPD baseline",30,250,256,256QAM
S6,OFDM-QAM,256QAM,30,2.92256071356476,NN_DPD_Static,-13.6797722215699,-14.3340587528376,-12.9121979132522,20.701956368086,19.1998158082779,22.614662166449,-31.554474716506,-33.1426678375964,-30.3074816069214,0,15.16346712,"Offline NN-DPD with fixed weights",30,250,256,256QAM
S6,OFDM-QAM,256QAM,30,2.92256071356476,NN_DPD_Adaptive,-13.624034619926,-14.2929454145369,-12.974875003672,20.8352285612007,19.2909106396233,22.4520628783133,-30.9921177413943,-32.5471295857242,-28.6011467605648,6,19.92904628,"Online NN-DPD adaptation",30,250,256,256QAM
S7,OFDM-QAM (repli apres echec 5G NR),256QAM,30,2.92256071356476,No_DPD,-5.79905903323352,-3.01907085698827,-0.470335339455931,51.2916946711952,70.6393114182476,94.7290611388123,-20.1356512509829,-13.4492974760929,-11.9331965172525,0,4.305998751,"Stress test 5G NR avec variation de bande, modulation et numérologie",30,250,256,256QAM
S7,OFDM-QAM (repli apres echec 5G NR),256QAM,30,2.92256071356476,MP_DPD,-14.1949116179133,-14.1152750235674,-11.8539542922685,19.5098719555941,19.6895707764257,25.5447869781909,-34.6129165343224,-29.205315025613,-23.0348187036099,0,4.337768239,"Static MP-DPD baseline",30,250,256,256QAM
S7,OFDM-QAM (repli apres echec 5G NR),256QAM,30,2.92256071356476,GMP_DPD,-14.1549056836152,-14.275119235961,-11.9797404193002,19.5999388237946,19.3305423126137,25.1775217049527,-34.9689148211691,-30.9860326803006,-23.3302016649486,0,4.351611757,"Static GMP-DPD baseline",30,250,256,256QAM
S7,OFDM-QAM (repli apres echec 5G NR),256QAM,30,2.92256071356476,NN_DPD_Static,-13.9585573995914,-14.6190362417973,-13.1815339751817,20.0480496877131,18.5801060249784,21.9241770830956,-31.8499848667228,-31.23527526024,-30.4153119325837,0,17.564268826,"Offline NN-DPD with fixed weights",30,250,256,256QAM
S7,OFDM-QAM (repli apres echec 5G NR),256QAM,30,2.92256071356476,NN_DPD_Adaptive,-13.9101898049498,-14.6400073902661,-13.3096746483825,20.1599991634642,18.5353004636436,21.6031095308347,-31.5981378358644,-31.2793138159646,-30.7207182467805,7,22.993685578,"Online NN-DPD adaptation",30,250,256,256QAM
S8,OFDM-QAM,256QAM,30,2.92256071356476,No_DPD,-5.66432272795107,-3.39145134803935,-0.586350173758826,52.09353913913,67.6748703759183,93.4722057614658,-21.0540315295677,-17.5210579475567,-11.536620397151,0,3.269592637,"Optimisation de la politique d adaptation par RL ou heuristique",30,250,256,256QAM
S8,OFDM-QAM,256QAM,30,2.92256071356476,MP_DPD,-14.1943449016752,-14.5635762602408,-12.1089781920051,19.5111449307761,18.6991207887805,24.8056773449968,-34.2208279010851,-35.5531795817602,-30.9788215032753,0,3.302631894,"Static MP-DPD baseline",30,250,256,256QAM
S8,OFDM-QAM,256QAM,30,2.92256071356476,GMP_DPD,-14.1446757984245,-14.5987308542298,-12.2783856385132,19.6230364283007,18.6235923690533,24.3265610109346,-34.7381559372711,-36.1552562975676,-31.0210597975745,0,3.313618385,"Static GMP-DPD baseline",30,250,256,256QAM
S8,OFDM-QAM,256QAM,30,2.92256071356476,NN_DPD_Static,-13.6797722215699,-14.3340587528376,-12.9121979132522,20.701956368086,19.1998158082779,22.614662166449,-31.554474716506,-33.1426678375964,-30.3074816069214,0,14.326149893,"Offline NN-DPD with fixed weights",30,250,256,256QAM
S8,OFDM-QAM,256QAM,30,2.92256071356476,RL_Adaptive_Policy,-13.624034619926,-14.275065618087,-12.8197513599193,20.8352285612007,19.3306616401464,22.8566423128535,-30.9921177413943,-32.5273538243437,-28.433409759435,0,15.471196932,"Online NN-DPD adaptation",30,250,256,256QAM
S0,OFDM-QAM,4QAM,40,2.92256071356476,No_DPD,-5.75676127492817,-4.92130965529517,-4.965352068643,51.5420794740221,56.7459037689502,56.4588979356374,-23.5833910985793,-21.3203063969896,-21.1741476951915,0,2.848725852,"Calibration nominale et référence de performance",40,332,4,QPSK
S0,OFDM-QAM,4QAM,40,2.92256071356476,MP_DPD,-20.4533639642119,-20.382092989204,-20.2963212967612,9.49143333631214,9.5696344949481,9.66460113658779,-35.9009575904813,-34.4813726976296,-34.5108966550034,0,2.883639027,"Static MP-DPD baseline",40,332,4,QPSK
S0,OFDM-QAM,4QAM,40,2.92256071356476,GMP_DPD,-19.9700357672442,-19.913350725145,-19.8623129459886,10.0345571705302,10.1002579126189,10.1597811432263,-35.835737566429,-34.4068767211983,-34.4171989428206,0,2.894709991,"Static GMP-DPD baseline",40,332,4,QPSK
S0,OFDM-QAM,4QAM,40,2.92256071356476,NN_DPD_Static,-18.3605370609707,-18.2304735859842,-18.2631403205129,12.0773915655984,12.2596005709816,12.2135800718658,-31.9894296138404,-31.3054487887535,-31.3340410137765,0,13.769499651,"Offline NN-DPD with fixed weights",40,332,4,QPSK
S0,OFDM-QAM,4QAM,40,2.92256071356476,NN_DPD_Adaptive,-18.2618046673209,-18.0674083929804,-18.1351304507039,12.2154583321488,12.491931104707,12.3949128477926,-31.8850378094368,-31.136470783912,-31.1005403018153,0,14.592514016,"Online NN-DPD adaptation",40,332,4,QPSK
S1,OFDM-QAM,4QAM,40,2.92256071356476,No_DPD,-5.17406032847956,-2.21011618837297,-0.755643616323345,55.1184484022303,77.5343571766775,91.6680133205307,-21.5173587585482,-15.8918772433728,-13.6746506237656,0,3.410825357,"Dérive thermique graduelle du PA",40,332,4,QPSK
S1,OFDM-QAM,4QAM,40,2.92256071356476,MP_DPD,-19.6622175989516,-18.299442318236,-16.2389638240973,10.3965469716649,12.1626408896621,15.4188437977957,-35.6337177965855,-33.6162809949599,-32.0972288520546,0,3.446077223,"Static MP-DPD baseline",40,332,4,QPSK
S1,OFDM-QAM,4QAM,40,2.92256071356476,GMP_DPD,-19.2776509057326,-18.090311146787,-16.4035154439232,10.8671948658921,12.459036055907,15.1294878807725,-35.5845676337273,-33.6131416931768,-32.366986992899,0,3.458511286,"Static GMP-DPD baseline",40,332,4,QPSK
S1,OFDM-QAM,4QAM,40,2.92256071356476,NN_DPD_Static,-17.9432310565865,-17.160166222196,-16.0368571033722,12.6718040083021,13.8672929072748,15.781822148187,-31.9058303038236,-30.8075646195834,-29.7664828549472,0,14.433746172,"Offline NN-DPD with fixed weights",40,332,4,QPSK
S1,OFDM-QAM,4QAM,40,2.92256071356476,NN_DPD_Adaptive,-17.8541397305143,-17.012008935698,-15.7473026139494,12.802447792123,14.1058594815397,16.3167954545005,-31.7988618774835,-30.5787635395432,-29.1529434462095,2,16.25571418,"Online NN-DPD adaptation",40,332,4,QPSK
S2,OFDM-QAM,4QAM,40,2.92256071356476,No_DPD,-5.75676127492817,-0.765069574649785,-0.279357436149777,51.5420794740221,91.5685888241256,96.834949007053,-23.5833910985793,-13.2152571043091,-13.2862055967207,0,3.033355434,"Rupture brutale de puissance ou changement d IBO",40,332,4,QPSK
S2,OFDM-QAM,4QAM,40,2.92256071356476,MP_DPD,-20.4533639642119,-12.7976387399715,-15.2121337103925,9.49143333631214,22.9149051004264,17.3537491134337,-35.9009575904813,-31.6054477945393,-31.1251647690432,0,3.065059872,"Static MP-DPD baseline",40,332,4,QPSK
S2,OFDM-QAM,4QAM,40,2.92256071356476,GMP_DPD,-19.9700357672442,-12.7644477104796,-15.4193057330109,10.0345571705302,23.0026363912232,16.944732350275,-35.835737566429,-31.7516928057727,-31.5181152391069,0,3.075366155,"Static GMP-DPD baseline",40,332,4,QPSK
S2,OFDM-QAM,4QAM,40,2.92256071356476,NN_DPD_Static,-18.3605370609707,-12.4540261158204,-15.2015630699615,12.0773915655984,23.8395851801856,17.3748813079948,-31.9894296138404,-29.2908718408699,-29.0765928435981,0,13.966293028,"Offline NN-DPD with fixed weights",40,332,4,QPSK
S2,OFDM-QAM,4QAM,40,2.92256071356476,NN_DPD_Adaptive,-18.2618046673209,-12.6057198616866,-15.0023901598846,12.2154583321488,23.4268559393982,17.7779013518773,-31.8850378094368,-29.1696078681704,-28.7962582972428,6,18.96202773,"Online NN-DPD adaptation",40,332,4,QPSK
S3,OFDM-QAM,4QAM,40,2.92256071356476,No_DPD,-5.59463326520372,-4.73468069103181,-4.83244114248494,52.5131822274679,57.978365191819,57.329472118967,-24.0173497251613,-20.9097489351453,-21.6907924318267,0,2.925319187,"Variation des effets mémoire du PA",40,332,4,QPSK
S3,OFDM-QAM,4QAM,40,2.92256071356476,MP_DPD,-16.419774443396,-16.160642784461,-16.3987349636364,15.1011936868196,15.5585048928054,15.1378170362688,-36.5695089956823,-33.7307491540558,-35.175006210436,0,2.959991141,"Static MP-DPD baseline",40,332,4,QPSK
S3,OFDM-QAM,4QAM,40,2.92256071356476,GMP_DPD,-16.1736807133476,-16.0259721351417,-16.1714626676943,15.5351683641641,15.8016119824158,15.5391359615051,-36.5244955497847,-33.6461922044795,-35.1005330524769,0,2.971122373,"Static GMP-DPD baseline",40,332,4,QPSK
S3,OFDM-QAM,4QAM,40,2.92256071356476,NN_DPD_Static,-15.4852158587775,-15.1728502953365,-15.4773717801154,16.8166392209773,17.4324121484656,16.8318329003377,-32.6503859111672,-30.5673876256806,-31.982994222379,0,13.865072967,"Offline NN-DPD with fixed weights",40,332,4,QPSK
S3,OFDM-QAM,4QAM,40,2.92256071356476,NN_DPD_Adaptive,-15.4338245456697,-15.1972208595992,-15.5160577771779,16.9164322100085,17.3835694509605,16.7570324680813,-32.491169692675,-30.4336475400314,-31.6878384240619,3,16.124791635,"Online NN-DPD adaptation",40,332,4,QPSK
S4,OFDM-QAM,4QAM,40,2.92256071356476,No_DPD,-5.27460721204905,-2.50524027406205,-1.070097364147,54.4840821897124,74.9441927968101,88.4087259002706,-21.6304385909618,-16.1297182955317,-13.7712810160238,0,3.175015434,"Vieillissement lent du PA",40,332,4,QPSK
S4,OFDM-QAM,4QAM,40,2.92256071356476,MP_DPD,-20.0728967106113,-19.1972267751334,-17.5044471850737,9.91642575123139,10.9682833484018,13.3283884247766,-35.5873066015861,-33.5499145812798,-32.2689184685011,0,3.208659933,"Static MP-DPD baseline",40,332,4,QPSK
S4,OFDM-QAM,4QAM,40,2.92256071356476,GMP_DPD,-19.6509791814829,-18.9303758250988,-17.6269420384476,10.4100074646001,11.3104844954638,13.1417408274972,-35.5367844328796,-33.5321882454772,-32.4600847432259,0,3.219604932,"Static GMP-DPD baseline",40,332,4,QPSK
S4,OFDM-QAM,4QAM,40,2.92256071356476,NN_DPD_Static,-18.1559708743962,-17.6520496401892,-16.8616508534142,12.3652088565525,13.1038079067644,14.3521662797127,-31.8400242878973,-30.6820975848059,-29.762018687773,0,14.225470895,"Offline NN-DPD with fixed weights",40,332,4,QPSK
S4,OFDM-QAM,4QAM,40,2.92256071356476,NN_DPD_Adaptive,-18.063452155869,-17.4944760533369,-16.5676353651236,12.4976222083604,13.343697786695,14.8462999872156,-31.7342755435275,-30.4679493185184,-29.2071116900327,1,15.486088071,"Online NN-DPD adaptation",40,332,4,QPSK
S5,OFDM-QAM,4QAM,40,2.92256071356476,No_DPD,-4.88669207074799,-4.15161000402331,-4.03514867505933,56.9725156620544,62.0039703332999,62.8409245868258,-22.7275183274054,-19.8307493779711,-21.9062419714816,0,3.171642277,"Variation de charge, désadaptation ou effet VSWR",40,332,4,QPSK
S5,OFDM-QAM,4QAM,40,2.92256071356476,MP_DPD,-11.2818813805906,-11.3361987497835,-11.2376753519391,27.2838674492441,27.1137796645985,27.4230801132364,-35.7497855421526,-34.2101185743441,-34.3436966780549,0,3.204015307,"Static MP-DPD baseline",40,332,4,QPSK
S5,OFDM-QAM,4QAM,40,2.92256071356476,GMP_DPD,-11.2219419771048,-11.2782175897676,-11.1867157327117,27.4727985206328,27.2953784714708,27.5844426501125,-35.6838354741768,-34.1071062118527,-34.2635066886585,0,3.216829217,"Static GMP-DPD baseline",40,332,4,QPSK
S5,OFDM-QAM,4QAM,40,2.92256071356476,NN_DPD_Static,-10.9807021900928,-11.0237847412114,-10.9558488789576,28.2465161344247,28.1067585528146,28.3274548524127,-31.9030001781616,-31.0853954474482,-31.2820215570978,0,14.2963726,"Offline NN-DPD with fixed weights",40,332,4,QPSK
S5,OFDM-QAM,4QAM,40,2.92256071356476,NN_DPD_Adaptive,-10.9678524269773,-11.0284181031202,-10.9704212197962,28.2883344936327,28.0917694081522,28.2799696479777,-31.7884169145194,-30.9557353643422,-31.0882558530837,2,16.125605214,"Online NN-DPD adaptation",40,332,4,QPSK
S6,OFDM-QAM,4QAM,40,2.92256071356476,No_DPD,-5.3222868062429,-1.61485310223053,-0.392707692456002,54.1858212112409,83.0342648363426,95.5794694283301,-21.8406659396713,-16.2074429134179,-12.1164599209507,0,3.257991083,"Dérive combinée thermique + puissance + mémoire + charge",40,332,4,QPSK
S6,OFDM-QAM,4QAM,40,2.92256071356476,MP_DPD,-14.0173819052811,-14.0233038293283,-12.5361421466685,19.9127345677779,19.8991629571536,23.615268766474,-35.339161719409,-34.617040396124,-30.2554165264943,0,3.291370335,"Static MP-DPD baseline",40,332,4,QPSK
S6,OFDM-QAM,4QAM,40,2.92256071356476,GMP_DPD,-13.8939772681638,-13.9481841346127,-12.6531968578319,20.1976636935795,20.0720066998181,23.2991542775014,-35.3015894706486,-34.6280167846682,-30.5863939684762,0,3.302007968,"Static GMP-DPD baseline",40,332,4,QPSK
S6,OFDM-QAM,4QAM,40,2.92256071356476,NN_DPD_Static,-13.3900524364608,-13.6444435264677,-12.3755725572593,21.4041200512818,20.7863302819723,24.0558868389487,-31.5215001997755,-31.7574852783168,-28.0627629686408,0,14.331998268,"Offline NN-DPD with fixed weights",40,332,4,QPSK
S6,OFDM-QAM,4QAM,40,2.92256071356476,NN_DPD_Adaptive,-13.3635754659836,-13.6329407402358,-12.5314550238796,21.4694652156618,20.8138760044093,23.628015593719,-31.3858999261153,-31.5390792063702,-27.8440267913693,6,18.999809241,"Online NN-DPD adaptation",40,332,4,QPSK
S7,OFDM-QAM (repli apres echec 5G NR),4QAM,40,2.92256071356476,No_DPD,-5.16912230875851,-1.98995117821032,-0.451298611672605,55.1497927294862,79.5247735462233,94.9369050139114,-20.0581437416926,-14.0707324141943,-12.6521408958976,0,4.393153069,"Stress test 5G NR avec variation de bande, modulation et numérologie",40,332,4,QPSK
S7,OFDM-QAM (repli apres echec 5G NR),4QAM,40,2.92256071356476,MP_DPD,-14.0231427998656,-13.9970004979012,-12.684049687149,19.8995318751754,19.9595145876825,23.2165410186187,-34.3119273752578,-32.6185539608704,-30.1720313867428,0,4.427250521,"Static MP-DPD baseline",40,332,4,QPSK
S7,OFDM-QAM (repli apres echec 5G NR),4QAM,40,2.92256071356476,GMP_DPD,-13.916971324644,-13.9433837890884,-12.7664297080884,20.1442653606451,20.0831027649952,22.9973881125795,-34.2580146961503,-32.7443511721971,-30.8102684982337,0,4.440925972,"Static GMP-DPD baseline",40,332,4,QPSK
S7,OFDM-QAM (repli apres echec 5G NR),4QAM,40,2.92256071356476,NN_DPD_Static,-13.6422104767747,-13.8021635050005,-12.6614368965833,20.7916749130401,20.4122944636424,23.277061561003,-32.0605388423842,-31.2023188637599,-29.7133208516207,0,17.840139471,"Offline NN-DPD with fixed weights",40,332,4,QPSK
S7,OFDM-QAM (repli apres echec 5G NR),4QAM,40,2.92256071356476,NN_DPD_Adaptive,-13.6093233424366,-13.5887327740497,-11.8589112326192,20.8705470557308,20.9200809789883,25.5302130121356,-31.8073272044207,-30.3946217944065,-25.8964440013551,8,25.033247429,"Online NN-DPD adaptation",40,332,4,QPSK
S8,OFDM-QAM,4QAM,40,2.92256071356476,No_DPD,-5.3222868062429,-1.61485310223053,-0.392707692456002,54.1858212112409,83.0342648363426,95.5794694283301,-21.8406659396713,-16.2074429134179,-12.1164599209507,0,3.255444685,"Optimisation de la politique d adaptation par RL ou heuristique",40,332,4,QPSK
S8,OFDM-QAM,4QAM,40,2.92256071356476,MP_DPD,-14.0173819052811,-14.0233038293283,-12.5361421466685,19.9127345677779,19.8991629571536,23.615268766474,-35.339161719409,-34.617040396124,-30.2554165264943,0,3.289825862,"Static MP-DPD baseline",40,332,4,QPSK
S8,OFDM-QAM,4QAM,40,2.92256071356476,GMP_DPD,-13.8939772681638,-13.9481841346127,-12.6531968578319,20.1976636935795,20.0720066998181,23.2991542775014,-35.3015894706486,-34.6280167846682,-30.5863939684762,0,3.300795006,"Static GMP-DPD baseline",40,332,4,QPSK
S8,OFDM-QAM,4QAM,40,2.92256071356476,NN_DPD_Static,-13.3900524364608,-13.6444435264677,-12.3755725572593,21.4041200512818,20.7863302819723,24.0558868389487,-31.5215001997755,-31.7574852783168,-28.0627629686408,0,14.627178009,"Offline NN-DPD with fixed weights",40,332,4,QPSK
S8,OFDM-QAM,4QAM,40,2.92256071356476,RL_Adaptive_Policy,-13.3635754659836,-13.5795645783299,-12.1479168182421,21.4694652156618,20.9421743586283,24.694723001806,-31.3858999261153,-31.5130092264534,-27.3744502662975,0,15.923110204,"Online NN-DPD adaptation",40,332,4,QPSK
S0,OFDM-QAM,16QAM,40,2.92256071356476,No_DPD,-5.15682342826889,-5.19193696312325,-5.42116772896879,55.2279379943147,55.0051244788801,53.5724629977975,-20.0586237882857,-20.8299655971093,-22.2283184593158,0,2.822119921,"Calibration nominale et référence de performance",40,332,16,16QAM
S0,OFDM-QAM,16QAM,40,2.92256071356476,MP_DPD,-20.8586934037564,-20.4495778438694,-20.4917263979359,9.05868858193393,9.49557148951647,9.44960554446594,-35.1898436732039,-35.1236976890663,-33.8277344689174,0,2.856552169,"Static MP-DPD baseline",40,332,16,16QAM
S0,OFDM-QAM,16QAM,40,2.92256071356476,GMP_DPD,-20.8492457535102,-20.4501034403606,-20.4955997105685,9.0685470865188,9.4949969153201,9.44539260619094,-35.1093248459791,-34.9825062457356,-33.7678996704146,0,2.867156915,"Static GMP-DPD baseline",40,332,16,16QAM
S0,OFDM-QAM,16QAM,40,2.92256071356476,NN_DPD_Static,-18.6149716826805,-18.4726824730458,-18.5671183022516,11.7287415343514,11.9224600632145,11.7935372983617,-31.9481392294504,-31.7383667114636,-31.6065225737958,0,13.742660539,"Offline NN-DPD with fixed weights",40,332,16,16QAM
S0,OFDM-QAM,16QAM,40,2.92256071356476,NN_DPD_Adaptive,-18.4571486964485,-18.3932329673429,-18.3391047390008,11.9438011743104,12.0320146387669,12.1072291721638,-31.8731030198838,-31.6488521089292,-31.216581635266,0,14.553270874,"Online NN-DPD adaptation",40,332,16,16QAM
S1,OFDM-QAM,16QAM,40,2.92256071356476,No_DPD,-4.35387426264459,-2.7260929942299,-1.13745956071018,60.5767942937349,73.0626382507717,87.7257362877937,-18.1017869801362,-15.4945412238793,-13.4062354728918,0,3.251491925,"Dérive thermique graduelle du PA",40,332,16,16QAM
S1,OFDM-QAM,16QAM,40,2.92256071356476,MP_DPD,-19.9745564394218,-18.0912012445834,-16.0008297788107,10.0293359275122,12.4577593654582,15.8474179196816,-34.8781802970979,-33.1656633956241,-26.2331808796041,0,3.287157021,"Static MP-DPD baseline",40,332,16,16QAM
S1,OFDM-QAM,16QAM,40,2.92256071356476,GMP_DPD,-19.9989785875059,-18.1592105210128,-16.1106806161309,10.0011760137363,12.3605977644151,15.6482569651328,-34.8150718868356,-33.1048593293075,-26.2217303179549,0,3.298073082,"Static GMP-DPD baseline",40,332,16,16QAM
S1,OFDM-QAM,16QAM,40,2.92256071356476,NN_DPD_Static,-18.1691665444996,-17.2528327842094,-16.0257784677569,12.3464377986733,13.7201342460325,15.8019643114359,-31.8211077633907,-30.9335593816873,-28.3082114188342,0,14.265718571,"Offline NN-DPD with fixed weights",40,332,16,16QAM
S1,OFDM-QAM,16QAM,40,2.92256071356476,NN_DPD_Adaptive,-17.9309437394172,-17.2028297894633,-15.6827985014683,12.6897426034339,13.7993462032048,16.4384200943416,-31.7389817122646,-30.830581934237,-28.4096170580407,4,17.793198562,"Online NN-DPD adaptation",40,332,16,16QAM
S2,OFDM-QAM,16QAM,40,2.92256071356476,No_DPD,-5.15682342826889,-1.10186474651422,-0.47232785923715,55.2279379943147,88.0859743680125,94.7073330385972,-20.0586237882857,-12.604455741869,-12.6255811244048,0,3.006083503,"Rupture brutale de puissance ou changement d IBO",40,332,16,16QAM
S2,OFDM-QAM,16QAM,40,2.92256071356476,MP_DPD,-20.8586934037564,-12.7826229164009,-14.703023478936,9.05868858193393,22.954553746592,18.4013135703752,-35.1898436732039,-30.8219769594422,-24.3231497918087,0,3.039953385,"Static MP-DPD baseline",40,332,16,16QAM
S2,OFDM-QAM,16QAM,40,2.92256071356476,GMP_DPD,-20.8492457535102,-12.8345960496485,-14.8243770638916,9.0685470865188,22.8176123457323,18.1460100388903,-35.1093248459791,-31.0640305263812,-24.3146972663253,0,3.050910902,"Static GMP-DPD baseline",40,332,16,16QAM
S2,OFDM-QAM,16QAM,40,2.92256071356476,NN_DPD_Static,-18.6149716826805,-12.4787054819407,-15.0693573310084,11.7287415343514,23.7719454992982,17.641362880951,-31.9481392294504,-29.075862515179,-26.9856392726955,0,14.050400908,"Offline NN-DPD with fixed weights",40,332,16,16QAM
S2,OFDM-QAM,16QAM,40,2.92256071356476,NN_DPD_Adaptive,-18.4571486964485,-12.5573535359768,-14.6158549461663,11.9438011743104,23.5576694242529,18.5869124246113,-31.8731030198838,-29.0877842397805,-27.3284615752879,6,19.07692203,"Online NN-DPD adaptation",40,332,16,16QAM
S3,OFDM-QAM,16QAM,40,2.92256071356476,No_DPD,-5.04408510199117,-5.0420413922635,-5.27097508850502,55.9494401138507,55.9626060499761,54.506870218058,-20.5034033355492,-20.2480216425989,-22.6757748225511,0,2.933368037,"Variation des effets mémoire du PA",40,332,16,16QAM
S3,OFDM-QAM,16QAM,40,2.92256071356476,MP_DPD,-16.5955941000045,-16.1787311718153,-16.4800463458232,14.7985885323392,15.5261379804173,14.9967683356524,-35.8239503302969,-34.3958880454969,-34.4032771409618,0,2.966892985,"Static MP-DPD baseline",40,332,16,16QAM
